ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-24-004588	1644621	Stock Option (Right to Buy)		155.34					F5	13-FEB-2030		Common Stock		13500.0				13500.0				D			
0001127602-24-004588	1644622	Stock Option (Right to Buy)		189.89				11-FEB-2022	F6	11-FEB-2031		Common Stock		9672.0				9672.0				D			
0001127602-24-004588	1644623	Stock Option (Right to Buy)		211.67				10-FEB-2023	F6	10-FEB-2032		Common Stock		8003.0				8003.0				D			
0001127602-24-004588	1644624	Stock Option (Right to Buy)		249.26				09-FEB-2024	F6	09-FEB-2033		Common Stock		5830.0				5830.0				D			
0001127602-24-004588	1644625	Restricted Stock Units			F4			10-FEB-2025	F7	10-FEB-2025	F7	Common Stock		1368.0				1368.0				D			
0001127602-24-004588	1644626	Restricted Stock Units			F4			09-FEB-2026	F7	09-FEB-2026	F7	Common Stock		1332.0				1332.0				D			
0001127602-24-004588	1644627	Performance Units			F4				F8		F8	Common Stock		3016.0				3016.0				D			
0001127602-24-004588	1644628	Performance Units			F4				F9		F9	Common Stock		2736.0				2736.0				D			
0001127602-24-004588	1644629	Performance Units			F4				F10		F10	Common Stock		2663.0				2663.0				D			
0001127602-24-004588	1644617	Stock Option (Right to Buy)		138.03					F5	11-FEB-2026		Common Stock		8000.0				8000.0				D			
0001127602-24-004588	1644618	Stock Option (Right to Buy)		168.7					F5	09-FEB-2027		Common Stock		9500.0				9500.0				D			
0001127602-24-004587	1644429	Performance Units			F5				F10		F10	Common Stock		1479.0				1479.0				D			
0001127602-24-004587	1644428	Performance Units			F5				F9		F9	Common Stock		1598.0				1598.0				D			
0001127602-24-004587	1644427	Performance Units			F5				F8		F8	Common Stock		1885.0				1885.0				D			
0001127602-24-004587	1644426	Restricted Stock Units			F5			09-FEB-2026	F7	09-FEB-2026	F7	Common Stock		739.0				739.0				D			
0001127602-24-004587	1644430	Deferred Stock Units			F5				F11		F11	Common Stock		382.02	F4			382.02	F4			D			
0001127602-24-004587	1644424	Stock Option (Right to Buy)		249.26				09-FEB-2024	F6	09-FEB-2033		Common Stock		3237.0				3237.0				D			
0001127602-24-004587	1644423	Stock Option (Right to Buy)		211.67				10-FEB-2023	F6	10-FEB-2032		Common Stock		4674.0				4674.0				D			
0001127602-24-004587	1644422	Stock Option (Right to Buy)		189.89				11-FEB-2022	F6	11-FEB-2031		Common Stock		6044.0				6044.0				D			
0001127602-24-004587	1644425	Restricted Stock Units			F5			10-FEB-2025	F7	10-FEB-2025	F7	Common Stock		799.0				799.0				D			
0001127602-24-004586	1644466	Stock Option (Right to Buy)		211.67				10-FEB-2023	F5	10-FEB-2032		Common Stock		9337.0				9337.0				D			
0001127602-24-004586	1644467	Stock Option (Right to Buy)		249.26				09-FEB-2024	F5	09-FEB-2033		Common Stock		6546.0				6546.0				D			
0001127602-24-004586	1644468	Restricted Stock Units			F3			10-FEB-2025	F6	10-FEB-2025	F6	Common Stock		1596.0				1596.0				D			
0001127602-24-004586	1644469	Restricted Stock Units			F3			09-FEB-2026	F6	09-FEB-2026	F6	Common Stock		1495.0				1495.0				D			
0001127602-24-004586	1644470	Performance Units			F3				F7		F7	Common Stock		3866.0				3866.0				D			
0001127602-24-004586	1644471	Performance Units			F3				F8		F8	Common Stock		3192.0				3192.0				D			
0001127602-24-004586	1644472	Performance Units			F3				F9		F9	Common Stock		2990.0				2990.0				D			
0001127602-24-004586	1644473	Deferred Stock Units			F3				F10		F10	Common Stock		8276.82	F11			8276.82	F11			D			
0001127602-24-004586	1644464	Stock Option (Right to Buy)		155.34					F4	13-FEB-2030		Common Stock		20250.0				20250.0				D			
0001127602-24-004586	1644465	Stock Option (Right to Buy)		189.89				11-FEB-2022	F5	11-FEB-2031		Common Stock		12397.0				12397.0				D			
0001127602-24-004583	1644368	Performance Units			F4				F9		F9	Common Stock		2736.0				2736.0				D			
0001127602-24-004583	1644356	Stock Appreciation Rights		144.69					F5	12-FEB-2025		Common Stock		5500.0				5500.0				D			
0001127602-24-004583	1644357	Stock Appreciation Rights		138.03					F5	11-FEB-2026		Common Stock		6500.0				6500.0				D			
0001127602-24-004583	1644358	Stock Appreciation Rights		168.7					F5	09-FEB-2027		Common Stock		7500.0				7500.0				D			
0001127602-24-004583	1644359	Stock Appreciation Rights		161.18					F5	15-FEB-2028		Common Stock		5674.0				5674.0				D			
0001127602-24-004583	1644360	Stock Appreciation Rights		155.92					F5	14-FEB-2029		Common Stock		12000.0				12000.0				D			
0001127602-24-004583	1644369	Performance Units			F4				F10		F10	Common Stock		2663.0				2663.0				D			
0001127602-24-004583	1644362	Stock Appreciation Rights		189.89				11-FEB-2022	F6	11-FEB-2031		Common Stock		9672.0				9672.0				D			
0001127602-24-004583	1644363	Stock Appreciation Rights		211.67				10-FEB-2023	F6	10-FEB-2032		Common Stock		8003.0				8003.0				D			
0001127602-24-004583	1644364	Stock Appreciation Rights		249.26				09-FEB-2024	F6	09-FEB-2033		Common Stock		5830.0				5830.0				D			
0001127602-24-004583	1644365	Restricted Stock Units			F4			10-FEB-2025	F7	10-FEB-2025	F7	Common Stock		1368.0				1368.0				D			
0001127602-24-004583	1644366	Restricted Stock Units			F4			09-FEB-2026	F7	09-FEB-2026	F7	Common Stock		1332.0				1332.0				D			
0001127602-24-004583	1644367	Performance Units			F4				F8		F8	Common Stock		3016.0				3016.0				D			
0001127602-24-004583	1644361	Stock Appreciation Rights		155.34					F5	13-FEB-2030		Common Stock		13500.0				13500.0				D			
0001555280-24-000139	1644697	Restricted Stock Unit	F7		F2				F8		F4	Common Stock		2675.7				2675.7	F9			D			
0001555280-24-000139	1644698	Deferred Stock Unit	F13		F11				F14		F4	Common Stock		9889.88				9889.88				D			
0001555280-24-000139	1644696	Restricted Stock Unit	F1		F2				F6		F4	Common Stock		1223.0				1223.0				D			
0001555280-24-000138	1644574	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1223.0				1223.0				D			
0001555280-24-000138	1644575	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		2675.7				2675.7	F10			D			
0001555280-24-000137	1644516	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		1223.0				1223.0				D			
0001555280-24-000137	1644517	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		2675.7				2675.7	F9			D			
0001555280-24-000136	1644521	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		1803.0				1803.0				D			
0001555280-24-000136	1644522	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		3781.7				3781.7	F8			D			
0001555280-24-000135	1644412	Restricted Stock Unit	F5		F6				F9		F8	Common Stock		1223.0				1223.0				D			
0001555280-24-000135	1644413	Restricted Stock Unit	F10		F6				F11		F8	Common Stock		2675.7				2675.7	F12			D			
0001555280-24-000134	1644647	Restricted Stock Unit	F10		F6				F11		F8	Common Stock		2675.7				2675.7	F12			D			
0001555280-24-000134	1644646	Restricted Stock Unit	F5		F6				F9		F8	Common Stock		1223.0				1223.0				D			
0001555280-24-000133	1644632	Deferred Stock Unit	F13		F11				F14		F4	Common Stock		9889.88				9889.88				D			
0001555280-24-000133	1644631	Restricted Stock Unit	F7		F2				F8		F4	Common Stock		2675.7				2675.7	F9			D			
0001555280-24-000133	1644630	Restricted Stock Unit	F1		F2				F6		F4	Common Stock		1223.0				1223.0				D			
0001555280-24-000132	1644416	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1223.0				1223.0				D			
0001555280-24-000132	1644417	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		1388.39				1388.39				D			
0001555280-24-000131	1644674	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		2675.7				2675.7	F9			D			
0001555280-24-000131	1644673	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		1223.0				1223.0				D			
0001555280-24-000130	1644283	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		2900.73				2900.73	F9			D			
0001555280-24-000130	1644282	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1758.0				1758.0				D			
0001555280-24-000129	1644399	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		358.02				358.02	F8			D			
0001555280-24-000129	1644398	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		1115.0				1115.0				D			
0001555280-24-000128	1644394	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		16251.0				16251.0				D			
0001555280-24-000128	1644395	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		28852.48				28852.48	F9			D			
0001555280-24-000127	1644334	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		1663.23				1663.23	F9			D			
0001555280-24-000127	1644333	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1848.0				1848.0				D			
0001555280-24-000126	1644490	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		693.82				693.82	F8			D			
0001555280-24-000126	1644489	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		605.0				605.0				D			
0001555280-24-000125	1644643	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1223.0				1223.0				D			
0001555280-24-000125	1644644	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		2675.7				2675.7	F10			D			
0001555280-24-000124	1644411	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		2675.7				2675.7	F10			D			
0001555280-24-000124	1644410	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1223.0				1223.0				D			
0001555280-24-000123	1644382	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		3100.14				3100.14	F9			D			
0001555280-24-000123	1644381	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1593.0				1593.0				D			
0001555280-24-000122	1644650	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		495.42				495.42	F9			D			
0001555280-24-000122	1644649	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1548.0				1548.0				D			
0001555280-24-000121	1644440	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		30849.08				30849.08	F8			D			
0001555280-24-000121	1644439	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		4062.0				4062.0				D			
0001555280-24-000119	1644482	Restricted Stock Unit	F7		F3				F8		F5	Common Stock		542.65				542.65	F8			D			
0001555280-24-000119	1644481	Restricted Stock Unit	F2		F3				F6		F5	Common Stock		650.0				650.0				D			
0001555280-24-000118	1644640	Restricted Stock Unit	F3		F4				F7		F6	Common Stock		1223.0				1223.0				D			
0001555280-24-000118	1644641	Restricted Stock Unit	F8		F4				F9		F6	Common Stock		2675.7				2675.7	F10			D			
0000897069-24-000314	1644488	02.27.2019 Officer Non-Qualified Options		18.4				27-FEB-2020		27-FEB-2029		Common Stock		4172.0				4172.0				D			
0000897069-24-000312	1644287	03.28.2016OfficerOption		17.4				28-MAR-2017		28-MAR-2026		Common Stock		24753.0				24753.0				D			
0000897069-24-000312	1644291	02.26.2020 Officer Non-Qualified Options		12.37				26-FEB-2021		26-FEB-2030		Common Stock		39063.0				39063.0				D			
0000897069-24-000312	1644289	02.20.2018OfficerNQ		32.98				20-FEB-2019		20-FEB-2028		Common Stock		17760.0				17760.0				D			
0000897069-24-000312	1644290	02.27.2019 Officer Non-Qualified Options		18.4				27-FEB-2020		27-FEB-2029		Common Stock		22247.0				22247.0				D			
0000897069-24-000312	1644288	02.22.2017OffOpt		25.68				22-FEB-2018		22-FEB-2027		Common Stock		20205.0				20205.0				D			
0001437749-24-003780	1644303	Stock Option (Right to Buy)		18.0					F3	10-MAY-2033		Common Stock		5000.0				5000.0				D			
0001437749-24-003780	1644304	Stock Option (Right to Buy)		13.3				09-MAY-2023	F4	09-MAY-2028		Common Stock		1000.0				1000.0				D			
0000897069-24-000309	1644294	02.27.2019 Officer Non-Qualified Options		18.4				27-FEB-2021		27-FEB-2029		Common Stock		1752.0				1752.0				D			
0000897069-24-000309	1644295	02.20.2018 Officer Non-Qualified Options		32.98				20-FEB-2019		20-FEB-2028		Common Stock		1721.0				1721.0				D			
0000897069-24-000306	1644420	02.20.18OfficerNQ		32.98				20-FEB-2019		20-FEB-2028		Common Stock		4809.0				4809.0				D			
0000897069-24-000306	1644421	02.27.2019 Officer Non-Qualified Options		18.4				27-FEB-2020		27-FEB-2029		Common Stock		6953.0				6953.0				D			
0000897069-24-000306	1644418	03.28.2016OfficerOption		17.4				28-MAR-2017		03-FEB-2028		Common Stock		10025.0				10025.0				D			
0000897069-24-000306	1644419	02.22.2017OffOpt		25.68				22-FEB-2018		22-FEB-2027		Common Stock		4490.0				4490.0				D			
0001415889-24-003391	1644308	Restricted Stock Units			F2				F1		F1	Common Stock		76.0								D			
0001415889-24-003391	1644311	Restricted Stock Units			F2				F5		F5	Common Stock		105.0								D			
0001415889-24-003391	1644309	Restricted Stock Units			F2				F3		F3	Common Stock		468.0								D			
0001415889-24-003391	1644310	Restricted Stock Units			F2				F4		F4	Common Stock		725.0								D			
0001562180-24-001254	1644699	Phantom Stock			F1				F1		F1	Common Stock		548.0				548.0				D			
0001415889-24-003376	1644393	Common		46.94					F2	21-FEB-2033		Common		7500.0				7500.0				D			
0001562180-24-001249	1644449	Stock Options (Right to Buy)		200.81					F5	11-FEB-2028		Common Stock		377.0				377.0				D			
0001562180-24-001249	1644447	Phantom Stock			F2				F3		F4	Common Stock		317.3				317.3				D			
0001562180-24-001249	1644448	Stock Options (Right to Buy)		277.86					F5	07-FEB-2029		Common Stock		854.0				854.0				D			
0001437749-24-003764	1644648	Stock Options		10.45				02-SEP-2022		02-SEP-2031		Common Stock		32235.0	F2			32235.0	F2			D			
0001562180-24-001248	1644681	Stock Options (Right to Buy)		200.81					F6	11-FEB-2028		Common Stock		700.0				700.0				D			
0001562180-24-001248	1644679	Phantom Stock			F3				F4		F5	Common Stock		7073.24				7073.24				D			
0001562180-24-001248	1644680	Stock Options (Right to Buy)		277.86					F6	07-FEB-2029		Common Stock		1280.0				1280.0				D			
0001415889-24-003371	1644499	Nonqualified employee stock options (right to buy)		210.23				13-MAR-2016	F2	13-MAR-2025		Common stock		106.0								D			
0001415889-24-003371	1644500	Nonqualified employee stock options (right to buy)		272.21				11-MAR-2017	F2	11-MAR-2026		Common stock		86.0								D			
0001415889-24-003371	1644501	Nonqualified employee stock options (right to buy)		269.63				10-MAR-2018	F2	10-MAR-2027		Common stock		86.0								D			
0001415889-24-003371	1644502	Nonqualified employee stock options (right to buy)		250.51				09-MAR-2019	F2	09-MAR-2028		Common stock		88.0								D			
0001415889-24-003371	1644508	Nonqualified employee stock options (right to buy)		1041.75				01-FEB-2025	F2	01-FEB-2034		Common stock		275.0								D			
0001415889-24-003371	1644504	Nonqualified employee stock options (right to buy)		438.26				01-JAN-2021	F2	01-JAN-2030		Common stock		3625.0								D			
0001415889-24-003371	1644505	Nonqualified employee stock options (right to buy)		465.85				05-MAR-2022	F2	05-MAR-2031		Common stock		725.0								D			
0001415889-24-003371	1644506	Nonqualified employee stock options (right to buy)		674.09				04-MAR-2023	F2	04-MAR-2032		Common stock		725.0								D			
0001415889-24-003371	1644507	Nonqualified employee stock options (right to buy)		838.03				03-MAR-2024	F2	03-MAR-2033		Common stock		725.0								D			
0001415889-24-003371	1644503	Nonqualified employee stock options (right to buy)		364.1				08-MAR-2020	F2	08-MAR-2029		Common stock		125.0								D			
0001628280-24-004194	1644302	Stock Options (right to buy)		173.13					F7	09-MAR-2030		Ordinary Shares		3590.0				3590.0				D			
0001628280-24-004194	1644296	Restricted Stock Units			F1				F1		F1	Ordinary Shares		230.0				230.0				D			
0001628280-24-004194	1644297	Restricted Stock Units			F2				F2		F2	Ordinary Shares		215.0				215.0				D			
0001628280-24-004194	1644301	Stock Options (right to buy)		253.68					F6	08-MAR-2031		Ordinary Shares		3055.0				3055.0				D			
0001628280-24-004194	1644299	Stock Options (right to buy)		354.14					F4	07-MAR-2033		Ordinary Shares		1500.0				1500.0				D			
0001628280-24-004194	1644300	Stock Options (right to buy)		270.99					F5	07-MAR-2032		Ordinary Shares		1860.0				1860.0				D			
0001628280-24-004194	1644298	Restricted Stock Units			F3				F3		F3	Ordinary Shares		290.0				290.0				D			
0001562180-24-001247	1644314	Phantom Stock			F2				F3		F4	Common Stock		6538.56				6538.56				D			
0001562180-24-001247	1644317	Stock Options (Right to buy)		100.2					F5	06-FEB-2027		Common Stock		1480.0				1480.0				D			
0001562180-24-001247	1644316	Stock Options (Right to buy)		200.81					F5	11-FEB-2028		Common Stock		760.0				760.0				D			
0001562180-24-001247	1644315	Stock Options (Right to Buy)		277.86					F5	07-FEB-2029		Common Stock		540.0				540.0				D			
0001841840-24-000004	1644406	Restricted Stock Units			F2				F3		F3	Class A Common Stock		16356.0				16356.0				D			
0001562180-24-001246	1644454	Stock Options (Right to Buy)		277.86					F5	07-FEB-2029		Common Stock		3380.0				3380.0				D			
0001562180-24-001246	1644455	Stock Options (Right to Buy)		200.81					F5	11-FEB-2028		Common Stock		2154.0				2154.0				D			
0001562180-24-001246	1644453	Phantom Stock			F2				F3		F4	Common Stock		6195.59				6195.59				D			
0001841846-24-000006	1644546	Restricted Stock Units			F1				F2		F2	Class A Common Stock		7844.0				7844.0				D			
0001841846-24-000006	1644547	Restricted Stock Units			F1				F3		F3	Class A Common Stock		11250.0				11250.0				D			
0001841901-24-000004	1644555	Restricted Stock Units			F1				F2		F2	Class A Common Stock		10014.0				10014.0				D			
0001841794-24-000001	1644592	Class D Common Stock			F1			21-JAN-2021			F1	Class A Common Stock		1502069787.0				1502069787.0				I		See Footnote	F2
0001841794-24-000001	1644593	Class B Common Units of UWM Holdings, LLC			F1			21-JAN-2021			F1	Class A Common Stock		1502069787.0				1502069787.0				I		See Footnote	F2
0001841794-24-000001	1644594	Restricted Stock Units			F3				F4		F4	Class A Common Stock		267037.0				267037.0				D			
0000950170-24-013861	1644634	SEP			F2				F2		F2	Common Stock		1494.4				6409.01				D			
0001562180-24-001244	1644407	Phantom Stock			F2				F3		F4	Common Stock		3197.0				3197.0				D			
0001562180-24-001244	1644409	Stock Options (Right to Buy)		200.81					F5	11-FEB-2028		Common Stock		617.0				617.0				D			
0001562180-24-001244	1644408	Stock Options (Right to Buy)		277.86					F5	07-FEB-2029		Common Stock		1034.0				1034.0				D			
0001842397-24-000003	1644281	Restricted Stock Units			F1				F2		F2	Class A Common Stock		15021.0				15021.0				D			
0000950170-24-013856	1644564	Class B Common Stock			F17				F17		F17	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F18
0001127602-24-004471	1644518	Restricted Stock Unit			F1				F2		F2	Common Stock		9548.0				9548.0				D			
0001127602-24-004471	1644520	Restricted Stock Unit			F1				F4		F4	Common Stock		18884.0				18884.0				D			
0001127602-24-004471	1644519	Restricted Stock Unit			F1				F3		F3	Common Stock		14439.0				14439.0				D			
0001127602-24-004469	1644551	Performance Share Unit			F3				F6		F6	Common Stock		26393.0				26393.0				D			
0001127602-24-004469	1644549	Performance Share Unit			F3				F4		F4	Common Stock		109576.0				109576.0				D			
0001127602-24-004469	1644550	Performance Share Unit			F3				F5		F5	Common Stock		47567.0				47567.0				D			
0001127602-24-004469	1644554	Restricted Stock Unit			F7				F10		F10	Common Stock		104474.0				104474.0				D			
0001127602-24-004469	1644552	Restricted Stock Unit			F7				F8		F8	Common Stock		76375.0				76375.0				D			
0001127602-24-004469	1644553	Restricted Stock Unit			F7				F9		F9	Common Stock		100463.0				100463.0				D			
0001562180-24-001243	1644635	Stock Options (Right to buy)		287.79					F2	02-MAR-2029		Common Stock		530.0				530.0				D			
0001127602-24-004467	1644335	Restricted Stock Unit			F1				F2		F2	Common Stock		9548.0				9548.0				D			
0001127602-24-004467	1644337	Restricted Stock Unit			F1				F4		F4	Common Stock		15021.0				15021.0				D			
0001127602-24-004467	1644336	Restricted Stock Unit			F1				F3		F3	Common Stock		14439.0				14439.0				D			
0001562180-24-001242	1644591	Stock Options (Right to Buy)		277.86					F2	07-FEB-2029		Common Stock		460.0				460.0				D			
0001127602-24-004465	1644709	Performance Share Unit			F1				F3		F3	Common Stock		14287.0				14287.0				D			
0001127602-24-004465	1644710	Performance Share Unit			F1				F4		F4	Common Stock		7928.0				7928.0				D			
0001127602-24-004465	1644708	Performance Share Unit			F1				F2		F2	Common Stock		32450.0				32450.0				D			
0001127602-24-004465	1644711	Restricted Stock Unit			F5				F6		F6	Common Stock		22430.0				22430.0				D			
0001127602-24-004465	1644713	Restricted Stock Unit			F5				F8		F8	Common Stock		31109.0				31109.0				D			
0001127602-24-004465	1644712	Restricted Stock Unit			F5				F7		F7	Common Stock		29955.0				29955.0				D			
0000902664-24-001426	1644441	9.00% Series A Convertible Participating Preferred Stock			F5				F5		F5	Common Stock		7259791.0	F6, F7							I		See footnotes	F1, F4, F2, F3
0001415889-24-003364	1644474	Restricted Stock Unit			F2				F3		F3	Common Stock		732.0				732.0				D			
0001127602-24-004463	1644332	Restricted Stock Unit			F1				F2		F2	Common Stock		13734.0				13734.0				D			
0001127602-24-004461	1644557	Performance Share Unit			F1				F3		F3	Common Stock		7521.0				7521.0				D			
0001127602-24-004461	1644561	Restricted Stock Unit			F5				F8		F8	Common Stock		19088.0				19088.0				D			
0001127602-24-004461	1644559	Restricted Stock Unit			F5				F6		F6	Common Stock		5856.0				5856.0				D			
0001127602-24-004461	1644560	Restricted Stock Unit			F5				F7		F7	Common Stock		15614.0				15614.0				D			
0001127602-24-004461	1644556	Performance Share Unit			F1				F2		F2	Common Stock		8415.0				8415.0				D			
0001127602-24-004461	1644558	Performance Share Unit			F1				F4		F4	Common Stock		4902.0				4902.0				D			
0001127602-24-004459	1644483	Restricted Stock Unit			F2				F3		F3	Common Stock		9110.0				9110.0				D			
0001127602-24-004459	1644485	Restricted Stock Unit			F2				F5		F5	Common Stock		17838.0				17838.0				D			
0001127602-24-004459	1644484	Restricted Stock Unit			F2				F4		F4	Common Stock		13777.0				13777.0				D			
0001127602-24-004458	1644458	Performance Share Unit			F1				F2		F2	Common Stock		38562.0				38562.0				D			
0001127602-24-004458	1644459	Performance Share Unit			F1				F3		F3	Common Stock		17860.0				17860.0				D			
0001127602-24-004458	1644463	Restricted Stock Unit			F5				F8		F8	Common Stock		38983.0				38983.0				D			
0001127602-24-004458	1644461	Restricted Stock Unit			F5				F6		F6	Common Stock		26703.0				26703.0				D			
0001127602-24-004458	1644462	Restricted Stock Unit			F5				F7		F7	Common Stock		37518.0				37518.0				D			
0001127602-24-004458	1644460	Performance Share Unit			F1				F4		F4	Common Stock		9910.0				9910.0				D			
0001127602-24-004454	1644536	Restricted Stock Unit			F1				F2		F2	Common Stock		11577.0				11577.0				D			
0001127602-24-004454	1644538	Restricted Stock Unit			F1				F4		F4	Common Stock		17025.0				17025.0				D			
0001127602-24-004454	1644537	Restricted Stock Unit			F1				F3		F3	Common Stock		16415.0				16415.0				D			
0001127602-24-004453	1644284	Restricted Stock Unit			F1				F2		F2	Common Stock		12892.0				12892.0				D			
0001127602-24-004453	1644286	Restricted Stock Unit			F1				F4		F4	Common Stock		16817.0				16817.0				D			
0001127602-24-004453	1644285	Restricted Stock Unit			F1				F3		F3	Common Stock		16216.0				16216.0				D			
0001127602-24-004452	1644383	Restricted Stock Unit			F2				F3		F3	Common Stock		9014.0				9014.0				D			
0001127602-24-004452	1644384	Restricted Stock Unit			F2				F4		F4	Common Stock		13700.0				13700.0				D			
0001127602-24-004452	1644385	Restricted Stock Unit			F2				F5		F5	Common Stock		14203.0				14203.0				D			
0001127602-24-004451	1644491	Restricted Stock Unit			F1				F2		F2	Common Stock		6138.0				6138.0				D			
0001127602-24-004451	1644492	Restricted Stock Unit			F1				F3		F3	Common Stock		13201.0				13201.0				D			
0001127602-24-004451	1644493	Restricted Stock Unit			F1				F4		F4	Common Stock		13734.0				13734.0				D			
